player_id,season,position,unit,player,run_defense_snaps,pass_rush_snaps,coverage_snaps,total_snaps,run_block_snaps,receiving_snaps,pass_block_snaps,run_snaps,pass_snaps,run_defense,pass_rush,coverage,discipline,defense,run_block,receiving,pass_block,run,pass,offense,coverage_rank,offense_rank,defense_rank,run_defense_rank,pass_rush_rank,receiving_rank,pass_rank,run_block_rank,pass_block_rank,run_rank
138141,2023,CB,defense,Nyquan Washington,2469.0,47.0,3099.0,6192,0.0,0.0,0.0,0.0,0.0,80.51052631578948,67.37857142857143,82.16842105263159,81.38947368421053,82.50526315789473,,,,,,,50.10526315789474,,37.89473684210526,81.10526315789474,,,,,,
139042,2023,CB,defense,Micah Robinson,2375.0,52.0,3311.0,7354,0.0,0.0,0.0,0.0,0.0,71.34736842105262,65.42222222222222,66.08947368421053,81.49473684210527,68.26842105263158,,,,,,,429.2631578947368,,391.05263157894734,285.3888888888889,,,,,,
139116,2023,CB,defense,Alex Oliver,4645.0,85.0,3818.0,9575,0.0,0.0,0.0,0.0,0.0,64.22631578947369,54.49375,77.38421052631578,3.8263157894736843,72.17894736842106,,,,,,,126.22222222222223,,254.78947368421052,484.89473684210526,,,,,,
142076,2023,CB,defense,Lake Ellis,4010.0,19.0,4871.0,10646,0.0,0.0,0.0,0.0,0.0,71.92105263157895,60.0,69.24736842105263,83.62105263157895,70.54736842105264,,,,,,,326.5,,279.6666666666667,268.2105263157895,,,,,,
142101,2023,CB,defense,Arsheen Jiles,4672.0,71.0,3403.0,9082,0.0,0.0,0.0,0.0,0.0,85.4578947368421,76.87894736842105,73.78947368421052,83.37368421052632,78.61578947368422,,,,,,,205.77777777777777,,85.57894736842105,34.36842105263158,,,,,,
142350,2023,CB,defense,Aamir Hall,4262.0,161.0,7209.0,12520,0.0,0.0,0.0,0.0,0.0,71.69,60.68947368421052,81.1,65.31,79.72999999999999,,,,,,,65.6,,72.0,238.05,,,,,,
143073,2023,CB,defense,Terrence Spence,4982.0,71.0,4540.0,10895,0.0,0.0,0.0,0.0,0.0,65.43684210526315,50.97222222222222,73.3578947368421,68.62105263157895,71.91578947368421,,,,,,,199.26315789473685,,255.26315789473685,461.3157894736842,,,,,,
144393,2023,CB,defense,Jalen McMurray,4675.0,150.0,4617.0,10458,0.0,0.0,0.0,0.0,0.0,70.55789473684212,51.817647058823525,69.23684210526316,72.24736842105263,69.61578947368422,,,,,,,359.7894736842105,,366.7894736842105,292.89473684210526,,,,,,
145378,2023,CB,defense,LaMareon James,4860.0,39.0,5327.0,12288,19.0,0.0,0.0,0.0,0.0,55.27894736842105,57.20000000000001,70.63157894736842,85.55263157894737,68.36842105263158,60.0,,,,,60.0,273.63157894736844,,376.89473684210526,653.1052631578947,,,,,,
145889,2023,CB,defense,Torrie Cox Jr.,2040.0,28.0,3445.0,5956,0.0,0.0,0.0,0.0,0.0,73.47368421052632,78.27777777777777,67.1421052631579,47.38947368421052,69.43684210526315,,,,,,,399.11764705882354,,342.52941176470586,180.92307692307693,,,,,,
147978,2023,CB,defense,Chance Gamble,1570.0,0.0,2236.0,4511,0.0,0.0,0.0,0.0,0.0,66.39444444444445,,72.46111111111111,0.0,70.41666666666667,,,,,,,227.33333333333334,,303.42857142857144,404.8888888888889,,,,,,
148086,2023,CB,defense,Johnathan Edwards,3517.0,42.0,4151.0,8463,0.0,0.0,0.0,0.0,0.0,65.77368421052631,56.977777777777774,68.02105263157895,33.71052631578947,67.16842105263159,,,,,,,364.1666666666667,,415.6842105263158,427.6842105263158,,,,,,
148426,2023,CB,defense,Angelo Rankin Jr.,2167.0,174.0,1851.0,4582,0.0,0.0,0.0,0.0,0.0,63.93157894736842,91.54736842105264,59.800000000000004,81.81052631578946,68.94736842105263,,,,,,,614.0,,341.2631578947368,484.7368421052632,8.333333333333334,,,,,
148570,2023,CB,defense,Ayden Garnes,4225.0,231.0,3883.0,8902,0.0,0.0,0.0,0.0,0.0,68.05263157894737,78.54736842105264,86.53684210526316,10.105263157894736,82.06842105263158,,,,,,,25.38888888888889,,63.421052631578945,362.22222222222223,6.333333333333333,,,,,
149264,2023,CB,defense,Ethan Robinson,3646.0,27.0,4649.0,9477,0.0,0.0,0.0,0.0,0.0,46.88947368421052,65.05,83.78947368421052,45.02105263157895,77.92631578947368,,,,,,,37.5,,92.84210526315789,735.1578947368421,,,,,,
150058,2023,CB,defense,B.J. Mayes,3372.0,38.0,4220.0,8805,0.0,0.0,0.0,0.0,0.0,59.473684210526315,43.5,76.99473684210527,13.594736842105263,72.01578947368421,,,,,,,128.61111111111111,,248.77777777777777,608.6111111111111,,,,,,
150353,2023,CB,defense,Canden Grogan,3041.0,0.0,3178.0,6860,0.0,0.0,0.0,0.0,0.0,76.55263157894737,,71.57368421052631,82.1263157894737,73.73684210526316,,,,,,,256.5625,,202.88888888888889,161.22222222222223,,,,,,
150703,2023,CB,defense,Kolbey Taylor,3316.0,0.0,4081.0,7986,0.0,0.0,0.0,0.0,0.0,72.58421052631579,,57.62105263157895,18.326315789473682,59.1578947368421,,,,,,,667.5,,694.6111111111111,221.23529411764707,,,,,,
155503,2023,CB,defense,Donald Lee,2294.0,92.0,2811.0,6294,0.0,0.0,0.0,0.0,0.0,63.69444444444444,56.112500000000004,62.711764705882345,36.90555555555555,62.272222222222226,,,,,,,569.0666666666667,,631.5333333333333,539.0666666666667,,,,,,
157861,2023,CB,defense,Marquise Robinson,4421.0,0.0,5161.0,10188,0.0,0.0,0.0,0.0,0.0,70.78947368421052,,57.468421052631584,44.484210526315785,59.44736842105263,,,,,,,667.0,,658.8947368421053,285.7894736842105,,,,,,
158982,2023,CB,defense,Ormanie Arnold,3336.0,11.0,4442.0,9543,0.0,0.0,0.0,0.0,0.0,61.531578947368416,57.73333333333333,78.57368421052632,82.7578947368421,76.8157894736842,,,,,,,108.0,,125.11111111111111,534.9444444444445,,,,,,
159586,2023,CB,defense,Ezekiel Blake,922.0,45.0,1683.0,4094,0.0,0.0,0.0,0.0,0.0,73.91052631578947,56.56666666666666,61.321052631578944,78.13684210526317,64.91578947368421,,,,,,,712.3333333333334,,693.0,,,,,,,
